Voyage ID,Year arrived with captives,Total disembarked (IMP),Total embarked (IMP),Duration of captives' crossing (in days),"Voyage duration, homeport to disembarkation (in days)",Crew at first landing of captives,Crew at voyage outset,Standardized Tonnage (IMP),Sterling cash price in Jamaica (IMP),Percentage of captives who died during crossing (IMP),Percent women,Outcome of voyage if ship captured,Flag of vessel (IMP),Region where vessel's voyage ended (IMP),Rig of Vessel,Place where vessel's voyage ended,Month purchase of captives began,percent men,Month voyage completed,Region of return,Percent boys,Principal region of captive disembarkation (IMP),Principal region of captive purchase,Month vessel departed Africa,Month voyage began,Place where vessel's voyage began (IMP),Month first disembarkation of captives,Broad region of captive disembarkation (IMP),Percent girls,Particular outcome,Principal place where captives were landed (IMP),Percent children,Percent women,Month departed last place of landing,Outcome of voyage for investors,Outcome of voyage for captives,Principal place where captives were purchased,Resistance,Percent male,Percent female,Broad region where voyage began (IMP),Broad region of captive purchase (IMP),voyage_sources,enslavers
81621,1786.0,40.0,51.0,0.0,241.0,0.0,0.0,75.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Sloop,0,0.0,0.0,0.0,0,0.0,South Carolina,Senegambia and offshore Atlantic,0.0,12.0,Lancaster,8.0,Mainland North America,0.0,Sold slaves in Americas - subsequent fate unknown,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,Gambia,0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Captain: Garner, George|Investor: Garner, George"
81642,1804.0,329.0,366.0,72.0,179.0,0.0,45.0,306.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,6.0,England and Wales,0.0,South Carolina,Bight of Biafra and Gulf of Guinea islands,0.0,8.0,Liverpool,2.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,5.0,0,Slaves disembarked in Americas,"Bight of Biafra and Gulf of Guinea Islands, port unspecified",0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Captain: Ward, Jsph|Investor: Ward, Jsph|Captain: Ward, Robert|Investor: Ward, Robert|Captain: Williams, Edward"
81643,1806.0,306.0,340.0,45.0,149.0,0.0,42.0,306.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,11.0,England and Wales,0.0,South Carolina,West Central Africa and St. Helena,0.0,4.0,Liverpool,9.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,10.0,0,Slaves disembarked in Americas,Congo River,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Gore’s Directory of Liverpool and Its Environs, 1807. Liverpool, UK: Liverpool Record Office, 1807.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Gore’s Directory of Liverpool and Its Environs, 1807. Liverpool, UK: Liverpool Record Office, 1807.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Investor: Aspinall, John B|Captain: Ward, Jsph|Investor: Ward, Jsph|Captain: Ward, Robert|Investor: Ward, Robert|Captain: Young, John|Investor: Young, John|Investor: Taylor, John"
81655,1805.0,228.0,249.0,49.0,145.0,0.0,41.0,191.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Brig,Liverpool,0.0,0.0,6.0,England and Wales,0.0,South Carolina,Windward Coast,0.0,11.0,Liverpool,3.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,4.0,0,Slaves disembarked in Americas,Cape Mount (Cape Grand Mount),0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Investor: Bolton, John|Captain: Fotheringham, John"
81780,1806.0,240.0,267.0,57.0,266.0,0.0,32.0,196.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,8.0,England and Wales,0.0,South Carolina,West Central Africa and St. Helena,0.0,8.0,Liverpool,5.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,6.0,0,Slaves disembarked in Americas,Congo River,0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Investor: Newton, Samuel|Investor: Mather, Thomas|Captain: Carson, John|Investor: Carson, John|Captain: Abraham, Ralph|Investor: Abraham, Ralph|Captain: Harney, Thomas"
81834,1806.0,217.0,241.0,42.0,207.0,0.0,33.0,204.0,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,9.0,England and Wales,0.0,South Carolina,Sierra Leone,0.0,11.0,Liverpool,6.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,7.0,0,Slaves disembarked in Americas,Rio Pongo,0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Investor: Sellar, Robert|Captain: Pratt, Thomas"
81947,1805.0,268.0,298.0,84.0,258.0,0.0,41.0,258.0,0.0,0.0,0.0,Natural hazard,Great Britain,England and Wales,Ship,0,0.0,0.0,0.0,0,0.0,South Carolina,Gold Coast,0.0,9.0,Liverpool,6.0,Mainland North America,0.0,"Shipwrecked or destroyed, after disembarkation",Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,"Gold Coast, port unspecified",0,0.0,0.0,Europe,Africa,"  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.|  “Papers of Admiralty.” Kew, UK, n.d. British National Archives.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Company of Royal Adventurers of England Trading with Africa and Successors.” Kew, UK, n.d. British National Archives.","Investor: Aspinall, John B|Captain: Apsinall, James|Investor: Apsinall, James|Captain: Rimmer, James"
81967,1784.0,290.0,317.0,0.0,243.0,0.0,25.0,200.3,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,11.0,England and Wales,0.0,South Carolina,Senegambia and offshore Atlantic,0.0,1.0,Liverpool,9.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,10.0,0,Slaves disembarked in Americas,Gambia,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Holt, John, and Matthew Gregson. “Materials towards a History of Liverpool Collected by John Holt and Matthew Gregson (Holt and Gregson Papers, Volume 10).” Liverpool, UK, n.d. Liverpool Record Office. https://microform.digital/boa/collections/5/slave-trade-records-from-liverpool-1754-1792/search?filters[query]=Holt+and+Gregson&filters[modelType]=document.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Holt, John, and Matthew Gregson. “Materials towards a History of Liverpool Collected by John Holt and Matthew Gregson (Holt and Gregson Papers, Volume 10).” Liverpool, UK, n.d. Liverpool Record Office. https://microform.digital/boa/collections/5/slave-trade-records-from-liverpool-1754-1792/search?filters[query]=Holt+and+Gregson&filters[modelType]=document.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.","Captain: Hodgson, Thomas|Investor: Hodgson, Thomas|Investor: Dickenson, Thomas|Captain: Fisher, Ralph|Investor: Fisher, Ralph|Investor: Kewley|Captain: Hodgson, John|Investor: Hodgson, John|Captain: Forrest, James|Investor: Forrest, James"
81968,1785.0,260.0,284.0,0.0,179.0,0.0,23.0,198.5,0.0,0.0,0.0,Not captured,Great Britain,England and Wales,Ship,Liverpool,0.0,0.0,10.0,England and Wales,0.0,South Carolina,Senegambia and offshore Atlantic,0.0,1.0,Liverpool,7.0,Mainland North America,0.0,Voyage completed as intended,Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,Gambia,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Holt, John, and Matthew Gregson. “Materials towards a History of Liverpool Collected by John Holt and Matthew Gregson (Holt and Gregson Papers, Volume 10).” Liverpool, UK, n.d. Liverpool Record Office. https://microform.digital/boa/collections/5/slave-trade-records-from-liverpool-1754-1792/search?filters[query]=Holt+and+Gregson&filters[modelType]=document.|  “Slavery & Privateers.” Liverpool, UK, n.d. Liverpool Record Office.|  Richardson, David, Katherine Beedham, and Maurice M Schofield. “Liverpool Trade and Shipping, 1744-1786 (ESRC Archives, University of Essex, 1992).” Online. University of Essex: UK Data Service, 1992. https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=2923.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Holt, John, and Matthew Gregson. “Materials towards a History of Liverpool Collected by John Holt and Matthew Gregson (Holt and Gregson Papers, Volume 10).” Liverpool, UK, n.d. Liverpool Record Office. https://microform.digital/boa/collections/5/slave-trade-records-from-liverpool-1754-1792/search?filters[query]=Holt+and+Gregson&filters[modelType]=document.|  “Slavery & Privateers.” Liverpool, UK, n.d. Liverpool Record Office.|  Richardson, David, Katherine Beedham, and Maurice M Schofield. “Liverpool Trade and Shipping, 1744-1786 (ESRC Archives, University of Essex, 1992).” Online. University of Essex: UK Data Service, 1992. https://beta.ukdataservice.ac.uk/datacatalogue/studies/study?id=2923.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  Great Britain, Parliamentary Papers:  1777, Accounts and Papers, No 9 1788, XXII  1789, XXIV, XXV, XXVI 1790, XXIX, XXX, XXXI 1790-91, XXXIV 1792, XXXV 1795-96, XLII  1798-99, XLVIII 1799 XLVIII 1801-2, IV  1803-4, X 1806, XII 1813-14, XII 181, n.d.","Captain: Hodgson, Thomas|Investor: Hodgson, Thomas|Investor: Dickenson, Thomas|Captain: Fisher, Ralph|Investor: Fisher, Ralph|Investor: Kewley|Captain: Hodgson, John|Investor: Hodgson, John|Captain: Forrest, James|Investor: Forrest, James"
82043,1806.0,380.0,423.0,0.0,140.0,0.0,39.0,270.0,0.0,0.0,0.0,Natural hazard,Great Britain,England and Wales,Ship,0,0.0,0.0,0.0,0,0.0,South Carolina,West Central Africa and St. Helena,0.0,7.0,Liverpool,12.0,Mainland North America,0.0,"Shipwrecked or destroyed, after disembarkation",Charleston,0.0,0.0,0.0,0,Slaves disembarked in Americas,Congo River,0,0.0,0.0,Europe,Africa,"  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Gore’s Directory of Liverpool and Its Environs, 1807. Liverpool, UK: Liverpool Record Office, 1807.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.|  “Records of the Board of Trade and of Successor and Related Bodies.” Kew, UK, n.d. British National Archives.|  Donnan, Elizabeth, ed. Documents Illustrative of the History of the Slave Trade to the Americas. Vol. 3. Washington D.C., USA: Carnegie Institution of Washington, 1932. https://babel.hathitrust.org/cgi/pt?id=pst.000018404012&seq=9.|  Gore’s Directory of Liverpool and Its Environs, 1807. Liverpool, UK: Liverpool Record Office, 1807.|  Lloyd’s Register of Shipping, 1764, 1768, 1776, 1778-84, 1786-1787, 1789-1808. London, UK, n.d.|  McMillin, James A. The Final Victims: The Foreign Slave Trade to North America, 1783-1810. Columbia, SC: Univ. of South Carolina Press, 2004.|  “Liverpool Registers of Merchant Ships, Subsidiary Register Books.” Liverpool, UK, n.d. Merseyside Maritime Museum.","Captain: Mullion, Hamlet|Investor: Mullion, Hamlet|Captain: Phillips, David|Investor: Borranskill, Gwalter|Investor: Land, Richard|Captain: Cumming"
